x,y
0.0006557217817594664,-0.09709322149221544
0.002341666694791776,-0.09705957912138627
0.00401774569043501,-0.09698181586826993
0.005688788115773852,-0.09686011907067489
0.007351438161097279,-0.09669494375713945
0.008984599203301087,-0.09648861196407289
0.010587512899312812,-0.09624262810109303
0.012182074947342207,-0.09595565001727885
0.013781850789142024,-0.09562603682082789
0.0153816799043933,-0.0952542210537771
0.016959568872417296,-0.09484398334361521
0.018492368934064776,-0.09440084521965227
0.01998703578579592,-0.09392549308353808
0.021477095323332408,-0.0934120280331275
0.02298231084501604,-0.09285565506390489
0.024494586280808958,-0.09225755065727224
0.025981668298507343,-0.09162628453477717
0.02741134149229219,-0.09097274001624386
0.028795416307941583,-0.09029605925369275
0.030181283184503378,-0.08958258296655909
0.03158665246727342,-0.08882578910533304
0.03299400133018941,-0.08803097986661367
0.034364652602296604,-0.08721309338827558
0.035682898888056036,-0.08638057456434337
0.03696439122640743,-0.08552955871398085
0.03824397717138445,-0.08464636200659
0.0395341547090517,-0.08372513326696937
0.04082196435650036,-0.0827715187888408
0.04207986047105722,-0.08179973093610934
0.04329839289895876,-0.08081667023635118
0.04448893769858526,-0.07981851611237625
0.04567529403136464,-0.07879334234072416
0.046868238988774236,-0.07773498262445505
0.048060485939459115,-0.07664756860578022
0.04923234951479375,-0.07554399238532616
0.050371588563132196,-0.07443410053620333
0.05148631806239114,-0.07331478101754224
0.05259939272366769,-0.07217146621081855
0.05372202415998627,-0.07099601418004717
0.05484778676085323,-0.06979284611486913
0.05595745785718835,-0.06857752821408597
0.05703694740429884,-0.06736365341443933
0.058094210027422155,-0.06614734713967557
0.059153731747026435,-0.06490883640390428
0.06022764435315343,-0.06363684815952572
0.061309098695467926,-0.06233697238779906
0.06237744365314141,-0.06102981592468259
0.06341702788778408,-0.05973392916552982
0.06443645607048935,-0.05844384044227909
0.06546236013361695,-0.057132274794270126
0.06650755018115635,-0.055783872075090175
0.06756426843486722,-0.05440622282222366
0.06861023890003756,-0.053027021840039004
0.06962911337041523,-0.05167068652123085
0.0706302840081787,-0.05032940115810482
0.07164168026645232,-0.04896653402035204
0.07267610680331629,-0.047561921953918146
0.07372496794827779,-0.04612586373233582
0.074765257354207,-0.04469475325275464
0.07578110077864408,-0.04329944178172132
0.07678236408853134,-0.04192916936387671
0.07779662265564294,-0.04053662979748601
0.07883581717949258,-0.03909632875881931
0.07989096335309727,-0.037621764324568534
0.08093980161996416,-0.0361591792963033
0.08196806669199888,-0.034746295668887345
0.08298553038830925,-0.03336898146598169
0.08401753076562321,-0.0319682724033921
0.08507427944258218,-0.03051293618545249
0.0861469921447842,-0.029020032187656693
0.0872157747369701,-0.027546512994759093
0.0882689969589568,-0.026137291770773917
0.08931569529608033,-0.024774540789259624
0.09037714322495448,-0.023386896619093017
0.09146104545220532,-0.021937070151492325
0.09255943134746049,-0.02044595078307202
0.09365630475712462,-0.018981850615110644
0.09474352363941842,-0.01759710117685204
0.09582876747763862,-0.01626992803808322
0.09692764653781161,-0.014916012208727847
0.0980447228299828,-0.013491759174390622
0.09917340814908494,-0.012022088025909813
0.10030291609246039,-0.010587155255579472
0.10142923698870002,-0.009246855935403135
0.10255814795120545,-0.007975269560993536
0.10369832583130817,-0.006674719629312903
0.10485072406472874,-0.005295138872741516
0.10601061868446886,-0.003865633306292117
0.10717344999703324,-0.002478536608428547
0.10833976262258396,-0.0012013170998162945
0.10951299371612969,-3.7540954588438646e-06
0.11069399410478975,0.00122538565575709
0.11187982814783046,0.0025427435239634005
0.11306800858367713,0.003914954554401648
0.11426088462954513,0.005237351173646168
0.1154637464656145,0.006434920112730481
0.11667738258682285,0.0075422762050857475
0.11789432442597747,0.00868429257151064
0.11910764135892571,0.009924247869852333
0.12031732619657627,0.011224495582784141
0.1215329816604693,0.0124679823713717
0.12276464161232853,0.013572198967336427
