rpm,p_int_bar,fuel_mass_mg,status,doe_status,q_total_j,phi_est,objective,abs_work_j,abs_work_net_j,w_comp_est_j,p_max_bar,thermal_efficiency,iter_count,solver_status
723.5714285714286,2.8635714285714284,321.78571428571433,Optimal,Completed,14158.571428571431,0.905439315428438,816240.1052372818,600.8034808276079,-487.0493493182262,1087.852830145834,64.74043671734651,-0.034399610990087606,1045,Solve_Succeeded
723.5714285714286,2.8635714285714284,357.42857142857144,Optimal,Completed,15726.857142857143,1.0057310398232857,889501.2529588719,610.5496040027447,-477.30322614308943,1087.852830145834,63.865859160244185,-0.03034956201403991,1225,Solve_Succeeded
723.5714285714286,2.8635714285714284,393.0714285714286,Optimal,Completed,17295.14285714286,1.106022764218134,959966.5420347225,623.2192026242793,-464.6336275215548,1087.852830145834,62.982458898583054,-0.02686497772001126,1213,Solve_Succeeded
723.5714285714286,2.8635714285714284,428.7142857142858,Optimal,Completed,18863.428571428572,1.206314488612982,64743.75291817162,6012.040941342269,4924.188111196436,1087.852830145834,371.4076390625903,0.26104417299063226,707,Solve_Succeeded
723.5714285714286,2.8635714285714284,464.3571428571429,Optimal,Completed,20431.714285714286,1.30660621300783,70299.51658270624,6355.983042969993,5268.130212824159,1087.852830145834,384.7856009264829,0.25784083210813097,575,Solve_Succeeded
723.5714285714286,2.8635714285714284,500.0,Optimal,Completed,22000.0,1.406897937402678,1159083.4833138888,646.7590094521805,-441.0938206936536,1087.852830145834,60.314479398416594,-0.0200497191224388,1277,Solve_Succeeded
723.5714285714286,3.434285714285714,286.14285714285717,Optimal,Completed,12590.285714285714,0.6713470658181491,59494.816858306775,940.0904035573622,-364.5732051583202,1304.6636087156824,574.0928899359727,-0.0289567062600218,751,Solve_Succeeded
723.5714285714286,3.434285714285714,321.78571428571433,Optimal,Completed,14158.571428571431,0.7549721746157669,684436.5871864231,479.32925085274337,-825.334357862939,1304.6636087156824,78.3076137257961,-0.05829220568096632,736,Solve_Succeeded
723.5714285714286,3.434285714285714,357.42857142857144,Optimal,Completed,15726.857142857143,0.8385972834133845,670385.6851484153,672.534939917486,-632.1286687981964,1304.6636087156824,63.8307512223388,-0.04019421446104366,1104,Solve_Succeeded
723.5714285714286,3.434285714285714,393.0714285714286,Optimal,Completed,17295.14285714286,0.9222223922110023,710237.9919302282,667.0938397338409,-637.5697689818414,1304.6636087156824,62.97875900491634,-0.03686409382380594,1593,Solve_Succeeded
723.5714285714286,3.434285714285714,428.7142857142858,Optimal,Completed,18863.428571428572,1.0058475010086199,757481.591484023,656.2411431302293,-648.4224655854531,1304.6636087156824,61.391929078062546,-0.03437458164777022,1157,Solve_Succeeded
723.5714285714286,3.434285714285714,464.3571428571429,Optimal,Completed,20431.714285714286,1.0894726098062375,1073636.2578454246,301.0947520467779,-1003.5688566689045,1304.6636087156824,43.20869748950184,-0.04911819158368874,687,Solve_Succeeded
723.5714285714286,3.434285714285714,500.0,Optimal,Completed,22000.0,1.1730977186038554,1137190.1669168046,123.98563848894614,-1180.6779702267363,1304.6636087156824,46.71156459656836,-0.05366718046485165,813,Solve_Succeeded
723.5714285714286,4.005,357.42857142857144,Optimal,Completed,15726.857142857143,0.7190967966205728,637449.2022135269,223.3158193358404,-1298.15856794969,1521.4743872855304,37.86580877582225,-0.08254405544335286,819,Solve_Succeeded
723.5714285714286,4.005,393.0714285714286,Optimal,Completed,17295.14285714286,0.7908052901284999,904505.6737413489,328.8521028265932,-1192.6222844589372,1521.4743872855304,38.65751221729792,-0.06895706466896205,1029,Solve_Succeeded
723.5714285714286,4.005,428.7142857142858,Optimal,Completed,18863.428571428572,0.8625137836364265,717786.9785875917,284.41238440792733,-1237.062002877603,1521.4743872855304,36.375031257401226,-0.06557991290890325,1087,Solve_Succeeded
723.5714285714286,4.005,464.3571428571429,Optimal,Completed,20431.714285714286,0.9342222771443534,839617.3836152556,87.49701738641218,-1433.9773698991182,1521.4743872855304,74.08000019959543,-0.07018389890571959,1054,Solve_Succeeded
723.5714285714286,4.005,500.0,Optimal,Completed,22000.0,1.0059307706522802,1100195.2044974135,-176.6938985213833,-1698.1682858069137,1521.4743872855304,53.96454674229323,-0.0771894675366779,733,Solve_Succeeded
723.5714285714286,4.575714285714286,393.0714285714286,Optimal,Completed,17295.14285714286,0.6921706621527471,647145.8941775073,282.0612584576348,-1456.223907397744,1738.2851658553786,45.82392072173737,-0.08419843186182914,935,Solve_Succeeded
723.5714285714286,4.575714285714286,428.7142857142858,Optimal,Completed,18863.428571428572,0.7549351833982897,902134.7987716424,295.98314922461645,-1442.3020166307622,1738.2851658553786,45.15333895352378,-0.07646022626105946,854,Solve_Succeeded
723.5714285714286,4.575714285714286,464.3571428571429,Optimal,Completed,20431.714285714286,0.8176997046438322,971617.3018139908,273.25300454097567,-1465.0321613144029,1738.2851658553786,44.46689517869486,-0.0717038296849493,866,Solve_Succeeded
723.5714285714286,4.575714285714286,500.0,Optimal,Completed,22000.0,0.8804642258893749,760317.9091734972,272.1270835326754,-1466.1580823227032,1738.2851658553786,42.327460424996296,-0.0666435491964865,898,Solve_Succeeded
723.5714285714286,5.146428571428571,428.7142857142858,Optimal,Completed,18863.428571428572,0.6712164864468348,664665.2801334636,339.0480288330124,-1616.0479155922144,1955.0959444252267,54.303110343828564,-0.08567095369078111,990,Solve_Succeeded
723.5714285714286,5.146428571428571,464.3571428571429,Optimal,Completed,20431.714285714286,0.727020722824204,904915.3263782295,345.64328439081237,-1609.4526600344143,1955.0959444252267,51.98398977380975,-0.0787722771338738,837,Solve_Succeeded
723.5714285714286,5.146428571428571,500.0,Maximum_Iterations_Exceeded,Completed,22000.0,0.7828249592015734,44490.22713198202,8035.069716547509,6079.973772122283,1955.0959444252267,398.05117500965736,0.2763624441873765,3000,Maximum_Iterations_Exceeded
723.5714285714286,5.717142857142857,500.0,Maximum_Iterations_Exceeded,Completed,22000.0,0.7046793891863238,33584.688996730576,8696.874849328224,6524.9681263331495,2171.9067229950747,445.38571846018635,0.2965894602878704,3000,Maximum_Iterations_Exceeded
1437.142857142857,0.01,1.0,Optimal,Completed,44.0,0.8057505472924764,25512.420368380786,-51.156882392381135,-54.955819688974216,3.7989372965930848,0.9047845848197826,-1.2489959020221413,638,Solve_Succeeded
1437.142857142857,0.5807142857142857,72.28571428571429,Maximum_Iterations_Exceeded,Completed,3180.571428571429,1.002976081008593,57896.699368766785,763.022150388523,542.4124345220816,220.6097158664413,73.76324605095351,0.17053930298484418,3000,Maximum_Iterations_Exceeded
1437.142857142857,1.1514285714285715,107.92857142857144,Optimal,Completed,4748.857142857143,0.755266176773531,42581.0450465185,1667.4390522371555,1230.018557800866,437.4204944362895,118.87542987074823,0.25901359438680166,416,Solve_Succeeded
1437.142857142857,1.1514285714285715,143.57142857142858,Optimal,Completed,6317.142857142858,1.0046889578522815,56827.43747743462,2017.788178669716,1580.3676842334264,437.4204944362895,148.87820949513582,0.25017127520655774,607,Solve_Succeeded
1437.142857142857,1.1514285714285715,179.21428571428572,Optimal,Completed,7885.428571428572,1.2541117389310321,71086.84494481396,2365.854762016866,1928.4342675805765,437.4204944362895,176.08484331178005,0.2445566845368317,932,Solve_Succeeded
1437.142857142857,1.7221428571428572,143.57142857142858,Optimal,Completed,6317.142857142858,0.6717372874566063,36936.998624759224,2437.308830222822,1783.0775572166845,654.2312730061377,166.57114143141186,0.2822601289126366,990,Solve_Succeeded
1437.142857142857,1.7221428571428572,179.21428571428572,Optimal,Completed,7885.428571428572,0.8385019175266792,46340.45933529129,2792.3573698176424,2138.126096811505,654.2312730061377,205.5031131690662,0.27114900318273366,703,Solve_Succeeded
1437.142857142857,1.7221428571428572,214.8571428571429,Optimal,Completed,9453.714285714286,1.0052665475967522,55747.63771502131,3148.6738227512806,2494.442549745143,654.2312730061377,233.28208408957866,0.2638584660332447,898,Solve_Succeeded
1437.142857142857,1.7221428571428572,250.50000000000003,Optimal,Completed,11022.0,1.1720311776668249,65166.10350414198,3500.796592265532,2846.5653192593945,654.2312730061377,256.551831138311,0.25826214110500767,736,Solve_Succeeded
1437.142857142857,1.7221428571428572,286.14285714285717,Optimal,Completed,12590.285714285714,1.3387958077368978,74595.72670784044,3853.0296961460695,3198.798423139932,654.2312730061377,273.2711779147384,0.2540687714108329,592,Solve_Succeeded
1437.142857142857,2.2928571428571427,214.8571428571429,Optimal,Completed,9453.714285714286,0.7550459957183084,811591.4310842424,195.4367378971055,-675.6053136788803,871.0420515759859,67.76761636568409,-0.07146453692807304,658,Solve_Succeeded
1437.142857142857,2.2928571428571427,250.50000000000003,Optimal,Completed,11022.0,0.8803012988643975,47670.80945994545,3916.591838851755,3045.5497872757687,871.0420515759859,279.3457947236084,0.2763155314167818,607,Solve_Succeeded
1437.142857142857,2.2928571428571427,286.14285714285717,Optimal,Completed,12590.285714285714,1.0055566020104865,54659.38428586368,4282.054129140951,3411.012077564965,871.0420515759859,295.2409230576982,0.27092411998995547,601,Solve_Succeeded
1437.142857142857,2.2928571428571427,321.78571428571433,Optimal,Completed,14158.571428571431,1.1308119051565757,61649.990438621375,4634.6334654561015,3763.5914138801154,871.0420515759859,311.67966767909036,0.2658171718006337,692,Solve_Succeeded
1437.142857142857,2.2928571428571427,357.42857142857144,Optimal,Completed,15726.857142857143,1.2560672083026645,68652.34247068458,4975.699126744792,4104.657075168806,871.0420515759859,326.8640385530467,0.26099665291568236,572,Solve_Succeeded
1437.142857142857,2.2928571428571427,393.0714285714286,Optimal,Completed,17295.14285714286,1.3813225114487537,75662.80970846443,5326.692778361816,4455.65072678583,871.0420515759859,341.3750394230905,0.2576243956808749,602,Solve_Succeeded
1437.142857142857,2.8635714285714284,250.50000000000003,Optimal,Completed,11022.0,0.7048558666387418,36995.33330260404,4335.186819863466,3247.3339897176315,1087.852830145834,291.9752369835533,0.29462293501339426,597,Solve_Succeeded
1437.142857142857,2.8635714285714284,286.14285714285717,Optimal,Completed,12590.285714285714,0.8051475910335898,42515.99279398937,4695.359763960321,3607.506933814487,1087.852830145834,313.14382570850194,0.2865309823526235,612,Solve_Succeeded
1437.142857142857,2.8635714285714284,321.78571428571433,Optimal,Completed,14158.571428571431,0.905439315428438,101581.59159435339,-449.8626345223099,-1537.715464668144,1087.852830145834,578.1699958439785,-0.10860668199653926,544,Solve_Succeeded
1437.142857142857,2.8635714285714284,357.42857142857144,Optimal,Completed,15726.857142857143,1.0057310398232857,53576.48570845618,5402.94739522869,4315.094565082856,1087.852830145834,344.9327779231692,0.27437742492896583,497,Solve_Succeeded
1437.142857142857,2.8635714285714284,393.0714285714286,Optimal,Completed,17295.14285714286,1.106022764218134,59115.9969331009,5750.521298982188,4662.668468836353,1087.852830145834,360.05411411513256,0.26959409976256316,471,Solve_Succeeded
1437.142857142857,2.8635714285714284,428.7142857142858,Optimal,Completed,18863.428571428572,1.206314488612982,64664.79692523593,6105.722320510425,5017.86949036459,1087.852830145834,373.652897890907,0.26601046948405177,716,Solve_Succeeded
1437.142857142857,2.8635714285714284,464.3571428571429,Optimal,Completed,20431.714285714286,1.30660621300783,70217.02666535588,6449.416732142287,5361.563901996453,1087.852830145834,387.0638759743511,0.2624138056660875,642,Solve_Succeeded
1437.142857142857,2.8635714285714284,500.0,Optimal,Completed,22000.0,1.406897937402678,75778.74835678321,6791.731496349318,5703.878666203484,1087.852830145834,399.7018691968611,0.25926721210015835,643,Solve_Succeeded
1437.142857142857,3.434285714285714,286.14285714285717,Optimal,Completed,12590.285714285714,0.6713470658181491,34285.20595427134,5098.911075569937,3794.2474668542545,1304.6636087156824,315.1301167488831,0.3013630947667111,762,Solve_Succeeded
1437.142857142857,3.434285714285714,321.78571428571433,Optimal,Completed,14158.571428571431,0.7549721746157669,38836.45117265179,5450.668128171145,4146.004519455463,1304.6636087156824,335.7525264180975,0.29282647196234723,520,Solve_Succeeded
1437.142857142857,3.434285714285714,357.42857142857144,Optimal,Completed,15726.857142857143,0.8385972834133845,43394.766234689785,5810.749415730977,4506.085807015294,1304.6636087156824,354.2058132500719,0.28652169763377533,361,Solve_Succeeded
1437.142857142857,3.434285714285714,393.0714285714286,Optimal,Completed,17295.14285714286,0.9222223922110023,47955.02021807139,6161.818272231171,4857.154663515489,1304.6636087156824,371.82506617820695,0.2808392335140206,413,Solve_Succeeded
