rpm,p_int_bar,fuel_mass_mg,status,doe_status,q_total_j,phi_est,objective,abs_work_j,abs_work_net_j,w_comp_est_j,p_max_bar,thermal_efficiency,iter_count,solver_status
1000.0,1.0,20.0,Maximum_Iterations_Exceeded,Completed,879.9999999999999,0.1611501094584952,18376.1746017979,498.9718992827293,119.07816962342088,379.89372965930846,77.4649521451803,0.1353161018447964,3000,Maximum_Iterations_Exceeded
1000.0,1.0,31.666666666666664,Maximum_Iterations_Exceeded,Completed,1393.3333333333333,0.2551543399759509,29545.79662459697,648.1578829680636,268.2641533087552,379.89372965930846,77.95686300337219,0.1925340813220731,3000,Maximum_Iterations_Exceeded
1000.0,1.0,43.33333333333333,Maximum_Iterations_Exceeded,Completed,1906.6666666666663,0.3491585704934064,40079.91087255014,792.7944677692549,412.9007381099464,379.89372965930846,86.91345891510434,0.2165563311765453,3000,Maximum_Iterations_Exceeded
1000.0,1.0,55.0,Optimal,Completed,2420.0,0.4431628010108621,50936.1452432856,943.0619879506256,563.168258291317,379.89372965930846,103.7059017373301,0.232714156318726,1397,Solve_Succeeded
1000.0,1.0,66.66666666666666,Optimal,Completed,2933.333333333333,0.5371670315283176,61782.29165403126,1109.7403193572825,729.846589697974,379.89372965930846,113.00936254646336,0.2488113373970366,2327,Solve_Succeeded
1000.0,1.0,78.33333333333333,Optimal,Completed,3446.6666666666665,0.6311712620457732,72672.08189138274,1244.3398349841068,864.4461053247983,379.89372965930846,123.47014192424608,0.2508064135371755,1029,Solve_Succeeded
1000.0,1.0,90.0,Optimal,Completed,3960.0,0.7251754925632288,83556.50088752054,1377.7060019123028,997.8122722529944,379.89372965930846,128.91566085539625,0.2519727960234834,1907,Solve_Succeeded
1000.0,1.0,101.66666666666666,Optimal,Completed,4473.333333333333,0.8191797230806843,94444.8597814496,1514.9313063939424,1135.0375767346338,379.89372965930846,137.54160705384177,0.2537341825785322,1345,Solve_Succeeded
1000.0,1.0,125.0,Optimal,Completed,5500.0,1.0071881841155956,116827.26101376888,1650.3301460555283,1270.4364163962198,379.89372965930846,304.1165036708797,0.2309884393447672,2030,Solve_Succeeded
1000.0,1.0,136.66666666666666,Optimal,Completed,6013.333333333333,1.1011924146330512,133943.6700451898,948.2238729795408,568.3301433202323,379.89372965930846,345.1109309052036,0.0945116646319676,1295,Solve_Succeeded
1000.0,1.0,148.33333333333331,Optimal,Completed,6526.666666666665,1.1951966451505065,165471.3277724822,1047.2127594508231,667.3190297915146,379.89372965930846,338.53340382477,0.1022449994573311,1485,Solve_Succeeded
1000.0,1.0,160.0,Maximum_Iterations_Exceeded,Completed,7039.999999999999,1.2892008756679625,423590.7382478736,997.2804426973482,617.3867130380397,379.89372965930846,230.7229956334443,0.0876969762838124,3000,Maximum_Iterations_Exceeded
1000.0,1.0,171.66666666666666,Maximum_Iterations_Exceeded,Completed,7553.333333333332,1.3832051061854178,455481.0076922225,1150.9506717921704,771.0569421328619,379.89372965930846,245.8904128105501,0.102081678128799,3000,Maximum_Iterations_Exceeded
1000.0,1.0,195.0,Optimal,Completed,8580.0,1.5712135672203291,289803.9647494295,1207.6185765372315,827.724846877923,379.89372965930846,387.3500331407684,0.0964714273750493,1805,Solve_Succeeded
1000.0,1.0,230.0,Optimal,Completed,10120.0,1.853226258772696,373722.3982098309,1207.1189378384906,827.2252081791821,379.89372965930846,426.7319852804201,0.0817416213615792,2185,Solve_Succeeded
1000.0,1.0,265.0,Optimal,Completed,11660.0,2.135238950325063,451693.4760521488,1210.6631922534857,830.7694625941772,379.89372965930846,461.1311910885279,0.0712495250938402,927,Solve_Succeeded
