x,y
0.0006557217809798919,-0.0970932214922207
0.0023424565955825283,-0.09705956006096438
0.004039712655058156,-0.09698090333258699
0.005759746006885915,-0.09685592549011987
0.007484070925640954,-0.09668476857092215
0.009145332745621659,-0.09647351009769081
0.010740510477387161,-0.09622567395390669
0.012347698479617525,-0.09593447796552404
0.014062144157680227,-0.09558522077665108
0.015895131940591018,-0.09516988749512235
0.017740484797871187,-0.09470102086017197
0.019381317876893192,-0.09422235299722209
0.02084590928828538,-0.09373861486299562
0.022399903914676396,-0.09319504766564887
0.02418168778264763,-0.09255055518529523
0.026115063587781626,-0.09181200283270848
0.027955443068317525,-0.09104348580802288
0.029500876246696735,-0.09031677235789176
0.030840094617049382,-0.08961831777658796
0.03229011977055236,-0.08884422992421631
0.03398844283389326,-0.08793476660570937
0.03582753761358425,-0.0869163108317414
0.0375343103780819,-0.08589661548204575
0.03894607737877405,-0.08495926077790379
0.0401669524468519,-0.08407310844544491
0.04148959695966491,-0.08310368063425724
0.043035730717480014,-0.08198032209465612
0.0447032400179829,-0.08074142324996149
0.046244721330356856,-0.07951940887331321
0.04752333931467702,-0.07840674228729189
0.04863532390414767,-0.07736191802604761
0.049835709663122243,-0.07623008149311632
0.05122750022364099,-0.07493398808531446
0.05272011260972343,-0.0735204040272686
0.054101222118675504,-0.07213720807965031
0.0552587683541679,-0.07088159688514013
0.056276794540849356,-0.06970523982799932
0.05736917391460223,-0.06844117572247038
0.05862037935900544,-0.06700851463139514
0.05995351371224845,-0.06545912675046214
0.06119294078574289,-0.06394949932396135
0.062248641500803004,-0.06257940397483794
0.06319137743903093,-0.06129648105466508
0.06419563050590414,-0.05992697261548761
0.06532872877728846,-0.05838813907252012
0.06652715535552382,-0.05673483330044996
0.06764975100000158,-0.05512798833749749
0.06862613088270399,-0.05366857441503827
0.06951434569023192,-0.05230196076463688
0.07045280590299335,-0.050850954345287344
0.07149326866098456,-0.04923217597219667
0.07258449666144587,-0.04750219253176423
0.07361663620532892,-0.045823801685984704
0.0745370152291259,-0.04429793036992247
0.07539199772449072,-0.04286878023830174
0.07628727469144175,-0.04135823407157744
0.07726057332781455,-0.039683204622296166
0.07827181206390146,-0.037901050648522804
0.0792393167537975,-0.03617451251857824
0.08012627420905233,-0.034603425772709855
0.08096839302084294,-0.033131646656795626
0.08184193126941308,-0.03158213320938898
0.08277211834627902,-0.029872820711235787
0.08372894882921735,-0.028061117303728563
0.08465587688610514,-0.026308178239968852
0.08553004685109201,-0.024711942570015043
0.08637753173245476,-0.023216571446163122
0.08724846694625141,-0.021647654190207262
0.08815712515645165,-0.019924697776422508
0.08908249704347526,-0.018104564183248396
0.08999012109379746,-0.016345636930508722
0.09086917104223143,-0.014743391717938526
0.091737124371928,-0.013242783299230055
0.09262133572466558,-0.011673179496386847
0.09352664152402412,-0.009956164285433949
0.09443993122037066,-0.008147676103080946
0.09534581029778826,-0.006402384883147311
0.09624360934832027,-0.004812577381125616
0.0971432547129872,-0.0033243493221118588
0.09805261849935303,-0.001772029624525162
0.09896862564811593,-7.98608226500637e-05
0.09988500371449538,0.001697503273325865
0.1008024488655676,0.003410151867809196
0.10172853544981704,0.00496986277831607
0.1026666739068506,0.00642905161406105
0.10360858551319385,0.007947054190156878
0.10454484787748923,0.009596229199646061
0.1054749762534122,0.011323593911153052
0.10641275236614871,0.01298528635982352
0.10737200073925945,0.01449830283656061
0.10835066789438765,0.01591315724808899
0.1093277616091323,0.017381094396306043
0.11028912733742365,0.018970236745130264
0.11123898066549148,0.02062984766652256
0.11220109363976558,0.022223730327802158
0.11319350944900741,0.023675184547335686
0.11420981547984649,0.025032290860507518
0.11521981953979075,0.02643637370259532
0.11620625667219173,0.027950435347332783
0.11717691334642745,0.029526585694677122
0.11816242422998319,0.031038004378346952
0.11918306192586532,0.03241542171540864
0.1202291933305622,0.033703931374919796
0.12126491720970456,0.03503302864058494
0.12227144993421898,0.03645963615634901
0.12325901518238547,0.03793931897892208
0.12426203264833623,0.03935645318020959
0.12530108540253385,0.04065045663487357
