theta,Rp,Rr,C
195.3,57.429209494685075,215.86769344214844,158.43848394746337
196.20000000000002,58.69921657353852,213.4636022731206,154.76438569958208
197.1,59.86255331805273,211.00792233781902,151.1453690197663
198.0,60.89264806890036,208.8002747922955,147.90762672339517
198.9,61.85743977291793,206.28997295291535,144.43253317999742
199.8,62.73706890532069,203.21477089885465,140.47770199353397
200.70000000000002,63.525560141653585,200.22325443709713,136.69769429544354
201.6,64.2752757452329,197.72620876272435,133.45093301749145
202.5,64.92260640864713,194.9339330289023,130.01132662025515
203.4,65.39960008356145,191.5075988674967,126.10799878393526
204.3,65.84323479099308,188.30246618477744,122.45923139378436
205.20000000000002,66.37690709431176,185.80761055253407,119.4307034582223
206.1,66.78936225079164,183.0224710789753,116.23310882818365
207.0,66.96373940142396,179.54393507612969,112.58019567470572
207.9,67.16967955952241,176.38580115251668,109.21612159299427
208.8,67.58667966930425,174.0901506298756,106.50347096057136
209.70000000000002,67.86703138313467,171.49423272463514,103.62720134150047
210.6,67.85110479859635,168.1472944082799,100.29618960968355
211.5,67.92016694183462,165.1802064128748,97.26003947104019
212.4,68.2973608792788,163.17362266006995,94.87626178079114
213.3,68.52100725704098,160.84626433704602,92.32525708000504
214.20000000000002,68.39681216137217,157.71283098373027,89.31601882235809
215.1,68.39681360732762,154.99239476138757,86.59558115405996
216.0,68.77891786629908,153.29646017428897,84.51754230798988
216.9,68.98954317052944,151.25507408725665,82.2655309167272
217.8,68.80666273823347,148.35626921745884,79.54960647922537
218.70000000000002,68.77608379444167,145.8894564000131,77.11337260557144
219.6,69.18422314217781,144.49293833759975,75.30871519542193
220.5,69.40316737651544,142.7257135083833,73.32254613186788
221.4,69.18825987600496,140.0531842436667,70.86492436766174
222.3,69.14626264524813,137.8250363506657,68.67877370541756
223.20000000000002,69.58761936903511,136.70438517001605,67.11676580098093
224.1,69.82305387221061,135.18855835749483,65.36550448528422
225.0,69.58889195111192,132.72209676403173,63.1332048129198
225.9,69.54342448210559,130.70985127291578,61.1664267908102
226.8,70.01780667496739,129.83893754209794,59.821130867130535
227.70000000000002,70.27084154129288,128.54945625810748,58.27861471681461
228.6,70.02244127178342,126.2656550019972,56.243213730213775
229.5,69.97541424860027,124.44535472888055,54.46994048028028
230.4,70.47906254672631,123.7994924152854,53.32042986855909
231.3,70.74731076639229,122.71265298614739,51.9653422197551
232.20000000000002,70.48563892004506,120.58878019522314,50.10314127517807
233.1,70.43595036431701,118.93805649590408,48.50210613158706
234.0,70.96358690731584,118.49535818254049,47.53177127522465
234.9,71.24312407361055,117.59008123951395,46.346957165903405
235.8,70.96723722455437,115.60562342745652,44.638386202902154
236.70000000000002,70.91247009321245,114.10467766811726,43.192207574904806
237.6,71.45834770142152,113.84626303162128,42.38791533019976
238.5,71.74474987740354,113.10433370040866,41.359583823005124
239.4,71.45300208694188,111.24146214055015,39.788460053608276
240.3,71.39035462261228,109.8732472246782,38.48289260206592
241.20000000000002,71.94876196182233,109.78300429391973,37.834242332097396
242.1,72.23763274626408,109.18889559864499,36.9512628523809
243.0,71.92834836205681,107.4324651060812,35.50411674402439
243.9,71.85513178783307,106.18253971461252,34.32740792677945
244.8,72.4206073625689,106.24674376990257,33.82613640733367
245.70000000000002,72.70782550145398,105.78729921802753,33.07947371657354
246.6,72.37966887889502,104.12466618924775,31.74499731035273
247.5,72.29356326886584,102.98093764003764,30.687374371171792
248.4,72.86095384598116,103.18785206644608,30.326898220464923
249.3,73.1427681385743,102.8519442088979,29.709176070323608
250.20000000000002,72.7949428036889,101.27273561144625,28.47779280775736
251.1,72.69411814274993,100.2251860357937,27.531067893043772
252.0,73.25855297942651,100.56468893573333,27.306135956306825
252.9,73.53159303148857,100.34289820940582,26.811305177917244
253.8,73.1639455844272,98.83878969064,25.67484410621281
254.70000000000002,73.04710764700681,97.87922384814529,24.832116201138472
255.6,73.60392533132973,98.34246900261529,24.73854367128556
256.5,73.86516474941824,98.22679463424134,24.36162988482311
257.40000000000003,73.47823615596832,96.79132147393922,23.313085317970906
258.3,73.34463014561685,95.9131485803239,22.56851843470706
259.2,73.88927635082094,96.49225419441814,22.602977843597195
260.1,74.13596739307299,96.47585448547156,22.339887092398563
261.0,73.73101539774761,95.10426302689618,21.373247629148565
261.90000000000003,73.58040500841167,94.30231296852833,20.721907960116656
262.8,74.10830966991709,94.99006510029999,20.881755430382892
263.7,74.33789863282006,95.06701783421626,20.729119201396202
264.6,73.91690352814518,93.75615712706393,19.839253598918745
265.5,73.74953397567728,93.0265254353601,19.276991459682815
266.40000000000003,74.25597155494947,93.81607998298647,19.560108428036997
267.3,74.46599882196992,93.98115027318306,19.515151451213146
268.2,74.03165711715793,92.72939885963505,18.697741742477124
269.1,73.8482049000135,92.06931098197244,18.221106081958936
270.0,74.3281397549198,92.95387648422462,18.625736729304815
270.90000000000003,74.51612578122908,93.20227703317532,18.686151251946242
271.8,74.07183042597644,92.00949549138961,17.937665065413167
272.7,73.873338666478,91.41717740457057,17.54383873809256
273.6,74.32125858259465,92.38966018173237,18.068401599137715
274.5,74.48457654521938,92.71678696135477,18.23221041613539
275.40000000000003,74.03437717898478,91.58428142637611,17.54990424739132
276.3,73.82217272861581,91.05881954562653,17.236646817010715
277.2,74.23191770113823,92.11141348680248,17.879495785664247
278.1,74.36765524601115,92.51253849121453,18.144883245203378
279.0,73.91618704361514,91.44301294646077,17.526825902845626
279.90000000000003,73.69177424177936,90.98418159946223,17.292407357682873
280.8,74.05637562480976,92.1078890303009,18.051513405491136
281.7,74.16119293065915,92.57779236928747,18.41659943862831
282.6,73.71355834251848,91.57525779430675,17.861699451788272
283.5,73.47848513159383,91.18328802355983,17.704802891965993
284.40000000000003,73.79004368642941,92.36736891915018,18.577325232720767
285.3,73.86004424144879,92.89989777510513,19.039853533656345
286.2,73.42162951617773,91.96949489701628,18.547865380838545
287.1,73.17732598957083,91.64475619242393,18.46743020285309
288.0,73.42697731181494,92.87612562302718,19.44914831121224
288.90000000000003,73.45762278465756,93.4636819957832,20.00605921112565
289.8,73.03383332621308,92.61136449106407,19.577531164850985
290.7,72.78143284151332,92.3539358079155,19.572502966402183
291.6,72.95947442924019,93.61657011657415,20.65709568733396
292.5,72.94559618925533,94.24955913964183,21.30396295038651
293.40000000000003,72.54150589530508,93.4815829581431,20.940077062838007
294.3,72.2816764857319,93.2907084143755,21.009031928643605
295.2,72.37795664266504,94.56518348449333,22.1872268418283
296.1,72.31394050479598,95.23150534310412,22.91756483830813
297.0,71.93387499392944,94.5536897342408,22.619814740311362
297.90000000000003,71.66671300421079,94.42715601573515,22.76044301152436
298.8,71.67139262157421,95.69052081564077,24.019128194066553
299.7,71.55162886454339,96.37526086074425,24.82363199620086
300.6,71.19874198216873,95.7920420253221,24.593300043153384
301.5,70.92380245610778,95.72558122903597,24.801778772928184
302.40000000000003,70.8285685746563,96.9518390396848,26.123270465028497
303.3,70.64824303970394,97.63738212680686,26.98913908710291
304.2,70.32419048826745,97.15077631268397,26.826585824416533
305.1,70.04073069737852,97.13767361105563,27.096942913677115
306.0,69.84043144767458,98.29914099485023,28.45870954717565
306.90000000000003,69.59665499392077,98.96595521215225,29.369300218231484
307.8,69.30149222590093,98.57466108629238,29.273168860391447
308.7,69.0089602844843,98.60578527239733,29.596824987913024
309.6,68.70343126863146,99.67544253514846,30.972011266516997
310.5,68.3965496007071,100.30366865764832,31.907119056941216
311.40000000000003,68.12894830317973,100.00260456345735,31.87365626027763
312.3,67.82764765392848,100.06701709733329,32.239369443404804
313.2,67.42326468071504,101.02161228987501,33.59834760915997
314.1,67.05800183455788,101.59331548269134,34.53531364813345
315.0,66.81577635041106,101.37382570534999,34.55804935493892
315.90000000000003,66.50751501403107,101.4599315295018,34.95241651547074
316.8,66.01788318667643,102.28315212281004,36.2652689361336
317.7,65.60387082600207,102.78472253214144,37.180851706139386
318.6,65.38467317648961,102.63547583288967,37.250802656400055
319.5,65.07314866444041,102.73242958197557,37.659280917535156
320.40000000000003,64.51848826819456,103.41718187019606,38.898693602001494
321.3,64.06985248032403,103.84114016181167,39.771287681487635
322.2,63.87181688881508,103.749479547054,39.87766265823891
323.1,63.56256403857225,103.84841566723443,40.285851628662186
324.0,62.967797152121754,104.39742530017156,41.429628148049815
324.90000000000003,62.50181797217025,104.74302205501365,42.241204082843396
325.8,62.32397044663278,104.69637066357873,42.37240021694595
326.7,62.023882630205506,104.79110372527188,42.767221095066375
327.6,61.41593575273382,105.21566466893412,43.7997289162003
328.5,60.951171388486905,105.48813816872462,44.53696678023771
329.40000000000003,60.79353727710338,105.47511057281216,44.681573295708766
330.3,60.5101406528385,105.56220152017112,45.052060867332614
331.2,59.91523882565917,105.8795958115658,45.96435698590663
332.1,59.46967381187799,106.08847193662413,46.61879812474615
333.0,59.333130397837735,106.09952137522762,46.7663909773899
333.90000000000003,59.07384229174799,106.1778513580167,47.10400906626871
334.8,58.51544470078067,106.4083225208422,47.89287782006153
335.7,58.10510250181903,106.56538948599001,48.460286984170985
336.6,57.99107559568695,106.59300717518668,48.601931579499734
337.5,57.76261118603061,106.66311000690615,48.90049882087555
338.40000000000003,57.26027134180245,106.82717438116669,49.56690303936423
339.3,56.89845816189257,106.94467634071353,50.046218178820965
340.2,56.80855225358422,106.9832651403384,50.174712886754186
341.1,56.616531547875724,107.04663984467143,50.4301082967957
342.0,56.18560821063563,107.1631535358461,50.97754532521048
342.90000000000003,55.8827099677181,107.25248156742626,51.369771599708166
343.8,55.81831893156114,107.29804925825148,51.479730326690344
344.7,55.667031928198746,107.35658173875547,51.68954981055671
345.6,55.31898182742216,107.44161371213926,52.12263188471711
346.5,55.08261116715772,107.51252282958288,52.429911662425155
347.40000000000003,55.04449602654136,107.56231510233712,52.51781907579576
348.3,54.93671909086004,107.61785123562692,52.68113214476687
349.2,54.67967133294553,107.6841916668688,53.00452033392326
350.1,54.51493648675442,107.74442998149922,53.22949349474481
351.0,54.50266099621744,107.79658342773061,53.29392243151316
351.90000000000003,54.43934207906532,107.85064248848674,53.41130040942142
352.8,54.27871069787002,107.90770474401575,53.62899404614572
353.7,54.18837623580559,107.96289977031753,53.77452353451195
354.6,54.19927739188358,108.01616232323906,53.816884931355474
355.5,54.17871351686976,108.06976006851113,53.89104655164137
356.40000000000003,54.11766776517391,108.12365161093115,54.005983845757235
357.3,54.10189517508432,108.17731582137895,54.07542064629464
358.2,54.12874784406808,108.23087994279022,54.102132098722144
359.1,54.144367064393116,108.28444959107031,54.1400825266772
360.0,54.183650781843504,108.33802007879581,54.1543692969523
